URL,GBE,DBE,CBE,OBE,MBE,,,Total of GBE,Total of DBE,Total of CBE,Total of OBE,Total of MBE
https://www.kcl.ac.uk/people/dr-ofer-fridman,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/foley-dr-robert,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-carla-finesilver,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/professor-mervyn-frost,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dorota-gaskins,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/robert-geist-pinfold,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/ben-baumberg-geiger,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/flavia-gasbarri,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/mollie-gerver,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/sharon-gewirtz,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/alexandra-georgakopoulou,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/julia-gallagher,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/marco-giani,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-arthur-galamba,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/rowan-gard,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dalia-gebrial,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/german-dr-tracey,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/roberto-fumagalli,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/professor-john-gearson,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/charlotte-goodburn,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/christina-goulter,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/daniele-girardi,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/gooderson-dr-ian,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/michael-goodman,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/melissa-glackin,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/david-green,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/cyrus-golding,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-simon-gibbons,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/emilie-glazer,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/yundan-gong,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/gould-dr-alex,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/david-gioe,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/karen-glaser,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/niraja-gopal-jayal,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/griffin-dr-stuart,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/yasmin-gunaratnam,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/alonso-gurmendi-dunkelberg,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/anna-gwiazda,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/groppi-dr-michele,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-stacey-gutkowski-1,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/tianne-haggar,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/ivan-grigoriev,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/alex-hadwen-bennett,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/samuel-greene,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/li-guo,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/christoffer-guldberg-1,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/ellen-hallams,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/juan-grigera,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/jeroen-gunning,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/hilborne-dr-mark,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/kate-harrison,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/rachel-harrington-abrams,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/shaun-hargreaves-heap,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/jessica-hamer,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/ingrid-harvold-kvangraven,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/hill-professor-jonathan,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/lulu-healy-1,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/jane-hayward,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/clare-herrick,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/steve-harry,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/christine-harrison,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/pauline-sophie-heinrichs,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/isabelle-hertner,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/isobel-harrop,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-jill-hohenstein,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/david-hope,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/aisha-hutchinson,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/mehmet-ismail,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/geraint-hughes,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/amy-hinterberger,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/christopher-hobbs,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/philip-hubbard,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/humeira-iqtidar,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/olawale-ismail,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/christopher-holmes,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/eka-ikpe,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/billy-holzberg,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/sarah-hodges,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-aggie-hirst,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/peter-john,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/jordan-dr-david,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-jane-jones,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-scott-james,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/jackson-professor-ashley,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/margaret-kadiri,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/ben-jones,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/nele-jensen,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/sorana-cristina-jude,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-alan-james,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/colin-jennings,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/vivienne-jabri,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/professor-jeremy-jennings,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/jalili-dr-duraid,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/christophe-jaffrelot,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/aisha-khan-evans,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/nahee-kang,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/kamel-dr-amir-magdy,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/michael-kandiah,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/maia-king,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/ewa-karwowski,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/kriti-kapila,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/peter-kemp,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/professor-rachel-kerr,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-heather-king,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/kienzle-dr-benjamin,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/karagiannis-dr-emmanuel,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/ambarish-karamchedu,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/hanna-kienzler,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/kennedy-professor-greg,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-hanna-kleider,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/knapton-dr-olivia,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/kinsey-dr-christopher,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/krzysztof-krakowski,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/philip-kirby,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/krieg-dr-andreas,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/steven-klein,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/jayne-kranat,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/margaryta-klymak,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/bouke-klein-teeselink,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/allison-koh,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/aleksandra-kubat,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/christel-koop,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/ksenia-kirkham,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-natasha-kuhrt-2,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/professor-peter-kutnick,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-charlie-laderman,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/filippa-lentzos,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/mark-langan,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/jonathan-leader-maynard,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/professor-andrew-lambert,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/leoni-dr-zeno,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/amanda-lenhardt,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/soohyun-lee,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/walter-ladwig-iii,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/alexander-kupatadze,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/craig-larkin,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/karlygash-kuralbayeva,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-reinoud-leenders-1,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/gabriel-leon-ablan,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/professor-joe-maiolo,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/liming-li,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/alex-loftus,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/ragnar-lofstedt,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/ian-levely,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/professor-meg-maguire,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/julian-limberg,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/kevin-lougheed,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/alexandre-loktionov,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/professor-paul-lewis,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/professor-constant-leung,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/nicola-leveringhaus,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/ye-liu,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/nick-lloyd,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-shiraz-maher,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-liviu-matei,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/kevin-mazur,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/andrew-massey,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/jenna-marshall,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/alex-manning,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-tomas-maltby,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/sally-marlow,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/tom-matthews,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/mccartney-dr-helen,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/dr-francisco-mazzola,0,0,0,0,0,,,,,,,
https://www.kcl.ac.uk/people/rosie-mayston,0,0,0,0,0,,,,,,,
