title,code,url,types,featured,applications_open,applications_close,intake,duration,fees,area_of_interest
Classical Chinese Literature (1) (<chinese>中国古典文学</chinese> (1)),(CHS203),https://www.suss.edu.sg/courses/detail/chs203,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Classical Chinese Literature (2) (<chinese>中国古典文学</chinese> (2)),(CHS204),https://www.suss.edu.sg/courses/detail/chs204,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Classical Chinese Novels (<chinese>中国古代小说</chinese>),(CLT353),https://www.suss.edu.sg/courses/detail/clt353,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Contemporary Topics in Business and Social Development of Singapore <chinese>当代新加坡商业和社会发展主题</chinese>,(MSM501),https://www.suss.edu.sg/courses/detail/msm501,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Contrastive Language Studies: English and Chinese,(CTI111),https://www.suss.edu.sg/courses/detail/cti111,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Corporate Governance and Sustainability <chinese>公司治理与可持续发展</chinese>,(MSM512),https://www.suss.edu.sg/courses/detail/msm512,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Developing Leadership for Companies of the Future <chinese>培养未来公司的领导力</chinese>,(MSM516),https://www.suss.edu.sg/courses/detail/msm516,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Dialects and Chinese Culture (<chinese>方言与中华文化</chinese>),(CLC351),https://www.suss.edu.sg/courses/detail/clc351,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Emerging Trends in Technology & Business <chinese>科技与商的新兴趋势</chinese>,(MIP535),https://www.suss.edu.sg/courses/detail/mip535,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,To be confirmed
English-Chinese Simultaneous Interpretation,(CTI302),https://www.suss.edu.sg/courses/detail/cti302,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Linguistics and Languages
"Ethics, Governance, and Compliance in the Digital Age <chinese>数字时代的道德规范</chinese>、<chinese>治理与合规</chinese>",(FTH511),https://www.suss.edu.sg/courses/detail/fth511,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Finance
"Financial Accounting, Information, and Data Analysis <chinese>财务会</chinese> <chinese>计</chinese>、<chinese>信息和数据分析</chinese>",(FTH514),https://www.suss.edu.sg/courses/detail/fth514,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Finance
Financial Analysis and Management <chinese>财务分析和管理</chinese>,(MSM511),https://www.suss.edu.sg/courses/detail/msm511,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Financial Technology Innovation <chinese>金融科技创新</chinese>,(MSM553),https://www.suss.edu.sg/courses/detail/msm553,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Financial Translation,(CTI305),https://www.suss.edu.sg/courses/detail/cti305,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
"Fintech Data Revolution: Big Data, Data Science, and Structures <chinese>金融科技数据革命</chinese>：<chinese>大数据</chinese>、<chinese>数据科学与数据结构</chinese>",(FTH524),https://www.suss.edu.sg/courses/detail/fth524,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Finance
Fundamentals of English-Chinese Translation,(CTI122),https://www.suss.edu.sg/courses/detail/cti122,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Global IP Strategy and Management <chinese>全球背景下的知识产权策略与管理</chinese>,(MIP531),https://www.suss.edu.sg/courses/detail/mip531,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,To be confirmed
Innovations in Business Operations <chinese>商业运营中的创新</chinese>,(MSM514),https://www.suss.edu.sg/courses/detail/msm514,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Introduction to Chinese Linguistics (<chinese>语言学概论</chinese>),(CLC212),https://www.suss.edu.sg/courses/detail/clc212,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
IP & Technology-Driven Innovation <chinese>知识产权与技术驱动创新</chinese>,(MIP553),https://www.suss.edu.sg/courses/detail/mip553,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,To be confirmed
IP Business Strategy <chinese>知识产权商业战略</chinese>,(MIP505),https://www.suss.edu.sg/courses/detail/mip505,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,To be confirmed
IP Law in Greater China <chinese>大中华区知识产权法</chinese>,(MIP501),https://www.suss.edu.sg/courses/detail/mip501,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,To be confirmed
Machine Learning and Business Applications <chinese>机器学习与商业应用</chinese>,(MSM551),https://www.suss.edu.sg/courses/detail/msm551,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Modern Chinese (<chinese>现代汉语</chinese>),(CHS103),https://www.suss.edu.sg/courses/detail/chs103,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Modern Chinese Literature of Malaysia (<chinese>马来西亚现代华文文学</chinese>),(CHS304),https://www.suss.edu.sg/courses/detail/chs304,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Multicultural Education and Bilingual Education (<chinese>多元文化教育与双语教育</chinese>),(ECL205),https://www.suss.edu.sg/courses/detail/ecl205,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Adult Learning
Platform Strategy for Business <chinese>商业平台战略</chinese>,(MSM554),https://www.suss.edu.sg/courses/detail/msm554,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Poetry of Li Bai and Du Fu (<chinese>李杜诗</chinese>),(CLT114),https://www.suss.edu.sg/courses/detail/clt114,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Python Programming,(FIN591),https://www.suss.edu.sg/courses/detail/fin591,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Finance
Reading Classical Chinese Texts (<chinese>古代篇章选读</chinese>),(CHS306),https://www.suss.edu.sg/courses/detail/chs306,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Selected Readings in Chinese,(CCC101),https://www.suss.edu.sg/courses/detail/ccc101,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Service Innovation and Excellence <chinese>服务创新与卓越</chinese>,(MSM513),https://www.suss.edu.sg/courses/detail/msm513,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Statistical Modelling and Quantitative Methods in Tech-Driven Finance <chinese>技术驱动的金融统计建模与量化</chinese>,(FTH512),https://www.suss.edu.sg/courses/detail/fth512,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Finance
Strategic IP Management <chinese>知识产权管理策略</chinese>,(MIP503),https://www.suss.edu.sg/courses/detail/mip503,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,To be confirmed
Technological Innovations in Finance,(FIN585),https://www.suss.edu.sg/courses/detail/fin585,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Finance
The Nanyang Experience: Through the Lens of Southeast Asian Chinese Literature (<chinese>南洋经验</chinese>：<chinese>探视东南亚华文文学</chinese>),(CLT254),https://www.suss.edu.sg/courses/detail/clt254,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Translation and Socio-Cultural Differences,(CTI113),https://www.suss.edu.sg/courses/detail/cti113,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Understanding Singapore Society (<chinese>理解新加坡社会</chinese>),(CHS215),https://www.suss.edu.sg/courses/detail/chs215,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Writing in Chinese: Major Genres and Styles,(CCC103),https://www.suss.edu.sg/courses/detail/ccc103,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
<chinese>为何阅读</chinese>?,(HBC213),https://www.suss.edu.sg/courses/detail/hbc213,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
<chinese>理解当代社会</chinese>：<chinese>来自社会与行为科学的启示</chinese>,(HBC103),https://www.suss.edu.sg/courses/detail/hbc103,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Advanced Lectures/Seminars,(MEC539),https://www.suss.edu.sg/courses/detail/mec539,Modular Graduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1467,Adult Learning
Chinese Etymology (<chinese>中国文字学</chinese>),(CLC352),https://www.suss.edu.sg/courses/detail/clc352,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Linguistics and Languages
Chinese Language in Singapore from Social Perspectives (<chinese>社会视角下的新加坡华语</chinese>),(CLC211),https://www.suss.edu.sg/courses/detail/clc211,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Linguistics and Languages
Classical Chinese Drama and Singapore (<chinese>中国古代戏剧与新加坡</chinese>),(CLT354),https://www.suss.edu.sg/courses/detail/clt354,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Linguistics and Languages
Consecutive Interpretation,(CTI207),https://www.suss.edu.sg/courses/detail/cti207,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Linguistics and Languages
English-Chinese Translation of Literary Works,(CTI304),https://www.suss.edu.sg/courses/detail/cti304,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Linguistics and Languages
Entrepreneurship and Doing Business in ASEAN Countries <chinese>在东盟国家创业和经商</chinese>,(MSM502),https://www.suss.edu.sg/courses/detail/msm502,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Business Administration
"Financial System, Financial Markets and Financial Supervision",(FIN561),https://www.suss.edu.sg/courses/detail/fin561,Modular Graduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Finance
Introduction to Interpretation,(CTI205),https://www.suss.edu.sg/courses/detail/cti205,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1529,Linguistics and Languages
"Machine Learning, Deep Learning and Applications in Finance",(FIN565),https://www.suss.edu.sg/courses/detail/fin565,Modular Graduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Finance
Modern Chinese Literature of Singapore (<chinese>新加坡现代华文文学</chinese>),(CHS303),https://www.suss.edu.sg/courses/detail/chs303,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Linguistics and Languages
Modern Taiwan Literature (<chinese>台湾现代文学</chinese>),(CLT256),https://www.suss.edu.sg/courses/detail/clt256,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$1392,Linguistics and Languages
Wealth Management and Investment Products,(FIN563),https://www.suss.edu.sg/courses/detail/fin563,Modular Graduate Course,FALSE,01-Oct-24,15-Nov-24,Jan-25,6 months,$2640,Finance
Activity Design and Instruction,(MEC537),https://www.suss.edu.sg/courses/detail/mec537,Modular Graduate Course,FALSE,01-May-24,15-Jun-24,Jul-24,6 months,$1467,Adult Learning
Chinese Education in the Multicultural Context of Singapore,(MEC505),https://www.suss.edu.sg/courses/detail/mec505,Modular Graduate Course,FALSE,01-May-24,15-Jun-24,Jul-24,6 months,$1467,Adult Learning
Issues in Post-war Modern Chinese Literature of Singapore and Malaya(<chinese>战后新马华文文学专题</chinese>),(CLS315),https://www.suss.edu.sg/courses/detail/cls315,Modular Undergraduate Course,FALSE,01-May-24,15-Jun-24,Jul-24,6 months,$1391.78,Linguistics and Languages
Ming-Qing Dynasty Literature of China (<chinese>中国明清文学</chinese>),(CLS204),https://www.suss.edu.sg/courses/detail/cls204,Modular Undergraduate Course,FALSE,01-May-24,15-Jun-24,Jul-24,6 months,$1391.78,Linguistics and Languages
Song-Yuan Dynasty Literature of China (<chinese>中国宋元文学</chinese>),(CLS203),https://www.suss.edu.sg/courses/detail/cls203,Modular Undergraduate Course,FALSE,01-May-24,15-Jun-24,Jul-24,6 months,$1391.78,Linguistics and Languages
Translation of Legal Documents,(CTI213),https://www.suss.edu.sg/courses/detail/cti213,Modular Undergraduate Course,FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$1391.78,Linguistics and Languages
Chinese Contemporary Literature (<chinese>中国当代文学</chinese>),(CLS113),https://www.suss.edu.sg/courses/detail/cls113,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Linguistics and Languages
Chinese Fiction (<chinese>中国小说专题</chinese>),(CLS305),https://www.suss.edu.sg/courses/detail/cls305,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Linguistics and Languages
Dialects and Chinese Culture (<chinese>方言与中华文化</chinese>),(CHS351),https://www.suss.edu.sg/courses/detail/chs351,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Linguistics and Languages
News Reporting and Writing in Chinese (<chinese>中文新闻采访与写作</chinese>),(CLS317),https://www.suss.edu.sg/courses/detail/cls317,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Linguistics and Languages
Studies on Literature of Europe and America (<chinese>欧美文学专题</chinese>),(CLS209),https://www.suss.edu.sg/courses/detail/cls209,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Linguistics and Languages
Tang Poetry (<chinese>唐诗专题</chinese>),(CLS306),https://www.suss.edu.sg/courses/detail/cls306,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Linguistics and Languages
The Nanyang Experience: Through the Lens of Southeast Asian Chinese Literature (<chinese>南洋经验</chinese>：<chinese>探视东南亚华文文学</chinese>),(CHS254),https://www.suss.edu.sg/courses/detail/chs254,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Linguistics and Languages
Applied Chinese Phonetics and Lexicology (<chinese>实用华语语音与词汇</chinese>),(CLS115),https://www.suss.edu.sg/courses/detail/cls115,Modular Undergraduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$1378,Linguistics and Languages
